addressId,houseNo,street,areaId,pincode
AD00699,167-20,Street_18,A099,522001
AD00700,83-20,Street_26,A100,522002
AD00701,81-6,Street_51,A001,522001
AD00702,75-16,Street_74,A002,520002
AD00703,84-13,Street_36,A003,522002
AD00704,94-4,Street_73,A004,520002
AD00705,152-18,Street_24,A005,520001
AD00706,187-15,Street_27,A006,522002
AD00707,75-3,Street_53,A007,522002
AD00708,36-10,Street_31,A008,522001
AD00709,169-5,Street_55,A009,522002
AD00710,19-15,Street_77,A010,522002
AD00711,150-13,Street_69,A011,522002
AD00712,140-2,Street_47,A012,520001
AD00713,28-8,Street_46,A013,520002
AD00714,166-20,Street_6,A014,522002
AD00715,193-11,Street_56,A015,520001
AD00716,3-4,Street_34,A016,520002
AD00717,131-17,Street_72,A017,520002
AD00718,115-12,Street_51,A018,522002
AD00719,198-19,Street_65,A019,520002
AD00720,89-1,Street_62,A020,520001
AD00721,76-14,Street_11,A021,520001
AD00722,187-5,Street_45,A022,522001
AD00723,88-15,Street_27,A023,522002
AD00724,90-16,Street_13,A024,522002
AD00725,185-15,Street_41,A025,520001
AD00726,77-2,Street_15,A026,520001
AD00727,88-4,Street_22,A027,520002
AD00728,133-6,Street_71,A028,520002
AD00729,85-18,Street_55,A029,522002
AD00730,60-13,Street_24,A030,520002
AD00731,164-14,Street_51,A031,520001
AD00732,189-20,Street_26,A032,522002
AD00733,152-14,Street_50,A033,520001
AD00734,181-7,Street_27,A034,522001
AD00735,193-3,Street_74,A035,520001
AD00736,138-6,Street_47,A036,522001
AD00737,51-15,Street_15,A037,522001
AD00738,172-16,Street_68,A038,522001
AD00739,153-13,Street_79,A039,522002
AD00740,151-4,Street_45,A040,522001
AD00741,118-20,Street_23,A041,522001
AD00742,158-19,Street_11,A042,520002
AD00743,81-4,Street_31,A043,522001
AD00744,30-6,Street_48,A044,520002
AD00745,131-13,Street_54,A045,520002
AD00746,148-13,Street_55,A046,520002
AD00747,125-18,Street_23,A047,520002
AD00748,126-10,Street_18,A048,520002
AD00749,81-15,Street_80,A049,520001
AD00750,92-1,Street_63,A050,520002
AD00751,50-13,Street_72,A051,522002
AD00752,105-16,Street_54,A052,522002
AD00753,126-6,Street_11,A053,520001
AD00754,195-8,Street_38,A054,520001
AD00755,71-8,Street_69,A055,522001
AD00756,44-15,Street_73,A056,522002
AD00757,141-17,Street_15,A057,520001
AD00758,69-18,Street_47,A058,520001
AD00759,195-15,Street_70,A059,520002
AD00760,109-4,Street_32,A060,522001
AD00761,9-15,Street_34,A061,522001
AD00762,23-15,Street_16,A062,520002
AD00763,54-19,Street_45,A063,522002
AD00764,43-20,Street_18,A064,520002
AD00765,53-2,Street_73,A065,522001
AD00766,137-9,Street_77,A066,520002
AD00767,83-10,Street_38,A067,522001
AD00768,132-4,Street_18,A068,522002
AD00769,16-9,Street_17,A069,520002
AD00770,64-5,Street_42,A070,520002
AD00771,195-13,Street_63,A071,520002
AD00772,148-9,Street_54,A072,522002
AD00773,116-3,Street_12,A073,522002
AD00774,132-9,Street_48,A074,522002
AD00775,125-11,Street_75,A075,520001
AD00776,199-3,Street_59,A076,522001
AD00777,17-18,Street_51,A077,520002
AD00778,110-7,Street_64,A078,522001
AD00779,83-10,Street_44,A079,520002
AD00780,145-16,Street_44,A080,520001
AD00781,12-4,Street_59,A081,520001
AD00782,32-6,Street_57,A082,522002
AD00783,1-14,Street_26,A083,520002
AD00784,167-10,Street_21,A084,522001
AD00785,24-12,Street_33,A085,520001
AD00786,96-6,Street_7,A086,522002
AD00787,161-10,Street_30,A087,522002
AD00788,168-3,Street_13,A088,520001
AD00789,55-16,Street_10,A089,520002
AD00790,152-8,Street_67,A090,522002
AD00791,3-1,Street_44,A091,520001
AD00792,109-5,Street_62,A092,520001
AD00793,59-13,Street_12,A093,520001
AD00794,27-11,Street_48,A094,522001
AD00795,36-13,Street_18,A095,520002
AD00796,18-17,Street_73,A096,520001
AD00797,157-6,Street_57,A097,522001
AD00798,185-7,Street_20,A098,522002
AD00799,158-15,Street_28,A099,520001
AD00800,26-5,Street_16,A100,522002
AD00801,90-14,Street_41,A001,520002
AD00802,64-9,Street_11,A002,520002
AD00803,142-20,Street_77,A003,522001
AD00804,200-1,Street_39,A004,520002
AD00805,133-20,Street_66,A005,520002
AD00806,192-13,Street_38,A006,520001
AD00807,62-16,Street_50,A007,520001
AD00808,62-16,Street_77,A008,520001
AD00809,136-1,Street_47,A009,522001
AD00810,34-13,Street_73,A010,522002
AD00811,94-18,Street_23,A011,522002
AD00812,198-3,Street_3,A012,520001
AD00813,4-9,Street_28,A013,520001
AD00814,16-13,Street_65,A014,522001
AD00815,161-17,Street_54,A015,522002
AD00816,180-13,Street_11,A016,520002
AD00817,72-3,Street_40,A017,520001
AD00818,131-7,Street_20,A018,522001
AD00819,101-19,Street_9,A019,522001
AD00820,179-14,Street_31,A020,520001
AD00821,63-3,Street_56,A021,520001
AD00822,117-20,Street_78,A022,520001
AD00823,80-6,Street_16,A023,520001
AD00824,182-5,Street_2,A024,520002
AD00825,128-12,Street_67,A025,522001
AD00826,43-12,Street_17,A026,522001
AD00827,188-4,Street_4,A027,522001
AD00828,110-9,Street_68,A028,520001
AD00829,68-19,Street_10,A029,522002
AD00830,117-17,Street_47,A030,520001
AD00831,128-19,Street_22,A031,522001
AD00832,41-9,Street_14,A032,520001
AD00833,59-17,Street_1,A033,520001
AD00834,4-8,Street_6,A034,522002
AD00835,94-13,Street_20,A035,520002
AD00836,10-18,Street_54,A036,520002
AD00837,83-8,Street_54,A037,522001
AD00838,70-3,Street_74,A038,522001
AD00839,31-17,Street_7,A039,520002
AD00840,58-17,Street_6,A040,522002
AD00841,18-15,Street_37,A041,522001
AD00842,84-3,Street_71,A042,522002
AD00843,3-12,Street_26,A043,522001
AD00844,145-10,Street_80,A044,520002
AD00845,119-12,Street_76,A045,522002
AD00846,198-7,Street_70,A046,520002
AD00847,39-1,Street_53,A047,520001
AD00848,60-18,Street_45,A048,520001
AD00849,86-1,Street_49,A049,522001
AD00850,27-7,Street_68,A050,520002
AD00851,108-16,Street_8,A051,520002
AD00852,183-9,Street_12,A052,520001
AD00853,60-17,Street_53,A053,522001
AD00854,118-3,Street_75,A054,520001
AD00855,130-5,Street_51,A055,520001
AD00856,152-19,Street_8,A056,522002
AD00857,170-5,Street_31,A057,522001
AD00858,67-11,Street_51,A058,522001
AD00859,82-15,Street_35,A059,520002
AD00860,20-7,Street_18,A060,520001
AD00861,40-4,Street_22,A061,522002
AD00862,120-11,Street_53,A062,520001
AD00863,138-12,Street_27,A063,522002
AD00864,79-15,Street_34,A064,520001
AD00865,24-6,Street_39,A065,520001
AD00866,56-11,Street_19,A066,520001
AD00867,183-8,Street_46,A067,522002
AD00868,132-2,Street_39,A068,522001
AD00869,45-1,Street_52,A069,522002
AD00870,143-18,Street_32,A070,520001
AD00871,119-4,Street_18,A071,520001
AD00872,4-2,Street_29,A072,520002
AD00873,51-13,Street_48,A073,520001
AD00874,150-19,Street_34,A074,520001
AD00875,6-3,Street_26,A075,522002
AD00876,33-3,Street_43,A076,520001
AD00877,11-15,Street_7,A077,520002
AD00878,147-14,Street_51,A078,522002
AD00879,8-13,Street_55,A079,520002
AD00880,91-7,Street_24,A080,522001
AD00881,72-15,Street_20,A081,520001
AD00882,158-20,Street_79,A082,520002
AD00883,166-10,Street_64,A083,522002
AD00884,141-16,Street_8,A084,520001
AD00885,72-13,Street_18,A085,522002
AD00886,52-17,Street_32,A086,520001
AD00887,98-12,Street_62,A087,522002
AD00888,89-19,Street_65,A088,522001
AD00889,100-9,Street_24,A089,520001
AD00890,82-20,Street_29,A090,520001
AD00891,200-9,Street_8,A091,522002
AD00892,136-12,Street_75,A092,520002
AD00893,41-4,Street_32,A093,520002
AD00894,69-18,Street_8,A094,520002
AD00895,148-13,Street_46,A095,520002
AD00896,46-8,Street_76,A096,522001
AD00897,189-12,Street_76,A097,520001
AD00898,181-12,Street_73,A098,520002
AD00899,145-7,Street_64,A099,522001
AD00900,45-16,Street_5,A100,520001
AD00901,15-8,Street_78,A001,520002
AD00902,6-17,Street_62,A002,520001
AD00903,85-20,Street_26,A003,520002
AD00904,88-6,Street_42,A004,520001
AD00905,6-5,Street_76,A005,520002
AD00906,199-4,Street_68,A006,522001
AD00907,19-12,Street_51,A007,520001
AD00908,87-10,Street_42,A008,520002
AD00909,41-14,Street_63,A009,522001
AD00910,45-18,Street_79,A010,522001
AD00911,58-19,Street_23,A011,522002
AD00912,79-10,Street_17,A012,520002
AD00913,187-1,Street_74,A013,522002
AD00914,198-19,Street_5,A014,520002
AD00915,155-11,Street_79,A015,520002
AD00916,164-19,Street_14,A016,522002
AD00917,37-11,Street_10,A017,520002
AD00918,89-11,Street_22,A018,520001
AD00919,182-11,Street_58,A019,520001
AD00920,68-7,Street_32,A020,520001
AD00921,90-9,Street_14,A021,520001
AD00922,13-13,Street_57,A022,522002
AD00923,43-14,Street_64,A023,522002
AD00924,90-18,Street_49,A024,520001
AD00925,123-19,Street_29,A025,520002
AD00926,116-3,Street_5,A026,522001
AD00927,6-11,Street_34,A027,520001
AD00928,19-11,Street_22,A028,522002
AD00929,42-3,Street_71,A029,520001
AD00930,87-20,Street_79,A030,522002
AD00931,181-1,Street_56,A031,520002
AD00932,156-14,Street_21,A032,520001
AD00933,26-11,Street_27,A033,520002
AD00934,105-18,Street_70,A034,522001
AD00935,170-10,Street_39,A035,520002
AD00936,25-2,Street_51,A036,522002
AD00937,40-2,Street_47,A037,520001
AD00938,110-3,Street_38,A038,522002
AD00939,52-4,Street_4,A039,520002
AD00940,44-10,Street_11,A040,522002
AD00941,30-10,Street_51,A041,522002
AD00942,126-9,Street_12,A042,522002
AD00943,48-12,Street_49,A043,522001
AD00944,48-15,Street_6,A044,522001
AD00945,113-15,Street_34,A045,520002
AD00946,69-19,Street_8,A046,520002
AD00947,193-4,Street_11,A047,522001
AD00948,139-14,Street_76,A048,520002
AD00949,142-2,Street_50,A049,522002
AD00950,138-16,Street_74,A050,520002
AD00951,122-10,Street_11,A051,522002
AD00952,183-2,Street_65,A052,520002
AD00953,31-15,Street_23,A053,520002
AD00954,55-7,Street_17,A054,520001
AD00955,109-3,Street_56,A055,520002
AD00956,161-5,Street_77,A056,522001
AD00957,82-3,Street_12,A057,522002
AD00958,143-13,Street_71,A058,522001
AD00959,71-17,Street_59,A059,520001
AD00960,180-20,Street_76,A060,522002
AD00961,29-14,Street_20,A061,520002
AD00962,146-19,Street_75,A062,520001
AD00963,28-19,Street_13,A063,522001
AD00964,138-12,Street_53,A064,522001
AD00965,99-16,Street_74,A065,522002
AD00966,10-6,Street_36,A066,522002
AD00967,37-20,Street_78,A067,522002
AD00968,10-13,Street_43,A068,520002
AD00969,13-16,Street_35,A069,522001
AD00970,6-11,Street_39,A070,522001
AD00971,72-16,Street_13,A071,520002
AD00972,35-10,Street_57,A072,522001
AD00973,69-14,Street_78,A073,520001
AD00974,49-15,Street_28,A074,522002
AD00975,190-16,Street_67,A075,522001
AD00976,15-17,Street_21,A076,520001
AD00977,80-17,Street_52,A077,520002
AD00978,200-17,Street_73,A078,520001
AD00979,45-7,Street_26,A079,520001
AD00980,64-2,Street_59,A080,520001
AD00981,93-7,Street_36,A081,522001
AD00982,119-17,Street_51,A082,520001
AD00983,175-1,Street_31,A083,522001
AD00984,126-20,Street_58,A084,520002
AD00985,122-19,Street_71,A085,522001
AD00986,89-6,Street_34,A086,520001
AD00987,73-1,Street_50,A087,520001
AD00988,42-19,Street_28,A088,520002
AD00989,166-8,Street_27,A089,522001
AD00990,167-14,Street_66,A090,520001
AD00991,200-1,Street_61,A091,520002
AD00992,166-6,Street_77,A092,520001
AD00993,58-9,Street_78,A093,522001
AD00994,183-9,Street_55,A094,522002
AD00995,90-15,Street_33,A095,520002
AD00996,120-10,Street_67,A096,522002
AD00997,150-4,Street_1,A097,522001
AD00998,144-20,Street_78,A098,522001
AD00999,77-4,Street_62,A099,520001
AD01000,87-9,Street_42,A100,522001
AD01001,67-10,Street_25,A001,520002
AD01002,133-8,Street_8,A002,522002
AD01003,170-11,Street_18,A003,520001
AD01004,168-16,Street_38,A004,522001
AD01005,108-13,Street_50,A005,520001
AD01006,150-19,Street_25,A006,522001
AD01007,186-8,Street_69,A007,522002
AD01008,172-12,Street_65,A008,522001
AD01009,44-18,Street_24,A009,522001
AD01010,25-16,Street_17,A010,522001
AD01011,186-18,Street_24,A011,522001
AD01012,168-3,Street_29,A012,522001
AD01013,58-10,Street_54,A013,522001
AD01014,96-9,Street_75,A014,522001
AD01015,119-4,Street_61,A015,520001
AD01016,163-19,Street_75,A016,520001
AD01017,121-7,Street_65,A017,520001
AD01018,175-13,Street_68,A018,522001
AD01019,106-2,Street_20,A019,520002
AD01020,52-11,Street_53,A020,522002
AD01021,37-11,Street_24,A021,520001
AD01022,125-11,Street_23,A022,522001
AD01023,163-2,Street_1,A023,522002
AD01024,71-7,Street_22,A024,520002
AD01025,126-3,Street_17,A025,522002
AD01026,163-14,Street_52,A026,522002
AD01027,123-13,Street_1,A027,520001
AD01028,137-7,Street_48,A028,520001
AD01029,83-17,Street_25,A029,520001
AD01030,174-1,Street_32,A030,520002
AD01031,178-12,Street_40,A031,520002
AD01032,27-13,Street_65,A032,522001
AD01033,43-3,Street_6,A033,522001
AD01034,75-15,Street_67,A034,522001
AD01035,112-5,Street_44,A035,522002
AD01036,92-7,Street_22,A036,522002
AD01037,5-8,Street_29,A037,520002
AD01038,55-1,Street_76,A038,520002
AD01039,32-12,Street_5,A039,522002
AD01040,164-9,Street_69,A040,520001
AD01041,153-2,Street_14,A041,520001
AD01042,13-4,Street_54,A042,522002
AD01043,98-4,Street_71,A043,522001
AD01044,122-5,Street_27,A044,520001
AD01045,78-14,Street_13,A045,522001
AD01046,160-20,Street_18,A046,522002
AD01047,27-17,Street_80,A047,520001
AD01048,73-4,Street_14,A048,522002
AD01049,51-20,Street_26,A049,522001
AD01050,134-7,Street_46,A050,522002
AD01051,76-6,Street_6,A051,522002
AD01052,54-16,Street_43,A052,520002
AD01053,1-1,Street_12,A053,520001
AD01054,147-16,Street_20,A054,520001
AD01055,200-17,Street_10,A055,520001
AD01056,66-8,Street_59,A056,522001
AD01057,68-15,Street_7,A057,520001
AD01058,45-2,Street_38,A058,522001
AD01059,174-11,Street_55,A059,520001
AD01060,25-2,Street_2,A060,520002
AD01061,170-6,Street_43,A061,522001
AD01062,113-20,Street_35,A062,520001
AD01063,96-11,Street_24,A063,520001
AD01064,103-13,Street_59,A064,522001
AD01065,99-16,Street_54,A065,520002
AD01066,29-5,Street_8,A066,520002
AD01067,27-14,Street_76,A067,522002
AD01068,146-15,Street_24,A068,522002
AD01069,200-12,Street_79,A069,520001
AD01070,176-5,Street_62,A070,522002
AD01071,29-14,Street_57,A071,520001
AD01072,17-9,Street_41,A072,520001
AD01073,181-17,Street_74,A073,520002
AD01074,172-11,Street_67,A074,520001
AD01075,111-8,Street_62,A075,522001
AD01076,170-13,Street_20,A076,520001
AD01077,3-6,Street_65,A077,522002
AD01078,127-6,Street_10,A078,522002
AD01079,83-8,Street_43,A079,522001
AD01080,13-17,Street_29,A080,522002
AD01081,104-8,Street_11,A081,522002
AD01082,114-19,Street_58,A082,520001
AD01083,128-15,Street_41,A083,520001
AD01084,128-1,Street_14,A084,522002
AD01085,106-2,Street_72,A085,520001
AD01086,24-20,Street_80,A086,522001
AD01087,131-18,Street_27,A087,522002
AD01088,88-12,Street_7,A088,520002
AD01089,117-11,Street_72,A089,522002
AD01090,184-12,Street_58,A090,520001
AD01091,25-8,Street_1,A091,522001
AD01092,91-10,Street_71,A092,522001
AD01093,180-4,Street_6,A093,520002
AD01094,127-5,Street_53,A094,520001
AD01095,66-20,Street_26,A095,520002
AD01096,31-13,Street_28,A096,522002
AD01097,49-11,Street_14,A097,522002
AD01098,12-19,Street_16,A098,522002
AD01099,118-19,Street_65,A099,520002
AD01100,128-1,Street_68,A100,520001
AD01101,142-14,Street_75,A001,522002
AD01102,131-6,Street_75,A002,520002
AD01103,188-5,Street_14,A003,522002
AD01104,169-20,Street_78,A004,522001
AD01105,130-13,Street_54,A005,520002
AD01106,71-13,Street_44,A006,522001
AD01107,116-5,Street_18,A007,522002
AD01108,155-17,Street_39,A008,522001
AD01109,183-18,Street_28,A009,520002
AD01110,54-20,Street_38,A010,522001
AD01111,173-5,Street_23,A011,522001
AD01112,182-4,Street_46,A012,522002
AD01113,150-19,Street_54,A013,522001
AD01114,109-1,Street_67,A014,520001
AD01115,7-13,Street_19,A015,520001
AD01116,172-2,Street_26,A016,522001
AD01117,193-6,Street_37,A017,522001
AD01118,38-2,Street_38,A018,520002
AD01119,193-18,Street_5,A019,522001
AD01120,116-4,Street_79,A020,520002
AD01121,191-18,Street_50,A021,520002
AD01122,131-10,Street_7,A022,522002
AD01123,100-14,Street_41,A023,520001
AD01124,4-9,Street_26,A024,522002
AD01125,58-12,Street_76,A025,520002
AD01126,199-7,Street_38,A026,522002
AD01127,46-3,Street_24,A027,520002
AD01128,189-17,Street_16,A028,522002
AD01129,11-14,Street_36,A029,522001
AD01130,34-6,Street_75,A030,522001
AD01131,2-11,Street_60,A031,520002
AD01132,11-5,Street_42,A032,520001
AD01133,199-20,Street_39,A033,522002
AD01134,147-18,Street_46,A034,520001
AD01135,182-11,Street_68,A035,520002
AD01136,48-17,Street_9,A036,520002
AD01137,107-18,Street_69,A037,522002
AD01138,24-12,Street_29,A038,520002
AD01139,170-11,Street_43,A039,522001
AD01140,76-7,Street_80,A040,522002
AD01141,144-1,Street_15,A041,522001
AD01142,115-8,Street_79,A042,520002
AD01143,11-11,Street_49,A043,520001
AD01144,99-9,Street_70,A044,522001
AD01145,7-17,Street_48,A045,522002
AD01146,125-2,Street_38,A046,520002
AD01147,83-17,Street_11,A047,520001
AD01148,43-18,Street_69,A048,520001
AD01149,161-3,Street_27,A049,520002
AD01150,176-14,Street_14,A050,520002
AD01151,138-14,Street_10,A051,520002
AD01152,7-15,Street_43,A052,520001
AD01153,23-3,Street_7,A053,520002
AD01154,65-18,Street_10,A054,520002
AD01155,67-14,Street_50,A055,522002
AD01156,162-13,Street_56,A056,522001
AD01157,5-13,Street_16,A057,520001
AD01158,165-20,Street_9,A058,520001
AD01159,180-3,Street_46,A059,520001
AD01160,75-10,Street_78,A060,520001
AD01161,73-15,Street_49,A061,522002
AD01162,170-1,Street_61,A062,520002
AD01163,137-8,Street_18,A063,522002
AD01164,140-10,Street_19,A064,522001
AD01165,174-12,Street_2,A065,520002
AD01166,32-2,Street_1,A066,522002
AD01167,138-18,Street_11,A067,522001
AD01168,54-12,Street_28,A068,522002
AD01169,166-17,Street_19,A069,520002
AD01170,48-8,Street_79,A070,522001
AD01171,50-4,Street_24,A071,520001
AD01172,193-18,Street_60,A072,520001
AD01173,75-3,Street_33,A073,520001
AD01174,51-19,Street_63,A074,522001
AD01175,92-5,Street_31,A075,520001
AD01176,73-20,Street_9,A076,520002
AD01177,82-16,Street_58,A077,522001
AD01178,158-10,Street_75,A078,520002
AD01179,145-19,Street_47,A079,522001
AD01180,110-6,Street_1,A080,522001
AD01181,64-8,Street_56,A081,522001
AD01182,93-5,Street_43,A082,522002
AD01183,119-15,Street_46,A083,522001
AD01184,125-18,Street_14,A084,520002
AD01185,166-20,Street_11,A085,522001
AD01186,36-18,Street_26,A086,522001
AD01187,188-3,Street_10,A087,520001
AD01188,130-1,Street_75,A088,522002
AD01189,197-19,Street_28,A089,520001
AD01190,142-9,Street_70,A090,522002
AD01191,168-5,Street_47,A091,522002
AD01192,58-19,Street_38,A092,520002
AD01193,119-17,Street_66,A093,520001
AD01194,102-12,Street_65,A094,520001
AD01195,170-8,Street_79,A095,520002
AD01196,194-17,Street_18,A096,522002
AD01197,41-6,Street_73,A097,520002
AD01198,189-16,Street_46,A098,520001
AD01199,57-16,Street_30,A099,520001
AD01200,68-12,Street_30,A100,520001
AD01201,172-7,Street_67,A001,522001
AD01202,100-16,Street_59,A002,520001
AD01203,11-11,Street_14,A003,522001
AD01204,190-9,Street_75,A004,520002
AD01205,97-13,Street_47,A005,520001
AD01206,133-9,Street_49,A006,520002
AD01207,133-13,Street_46,A007,522001
AD01208,125-16,Street_78,A008,520001
AD01209,129-5,Street_57,A009,520002
AD01210,59-3,Street_66,A010,522001
AD01211,55-5,Street_24,A011,520002
AD01212,93-20,Street_16,A012,520002
AD01213,107-11,Street_15,A013,522002
AD01214,173-16,Street_62,A014,520002
AD01215,152-6,Street_53,A015,520001
AD01216,63-2,Street_17,A016,520002
AD01217,35-17,Street_6,A017,520002
AD01218,15-6,Street_34,A018,520002
AD01219,133-13,Street_77,A019,520001
AD01220,185-10,Street_11,A020,520002
AD01221,115-20,Street_61,A021,522002
AD01222,44-8,Street_53,A022,520002
AD01223,150-6,Street_80,A023,522001
AD01224,43-11,Street_59,A024,520001
AD01225,59-13,Street_50,A025,520002
AD01226,28-1,Street_26,A026,522002
AD01227,39-20,Street_13,A027,520002
AD01228,122-20,Street_77,A028,520001
AD01229,137-17,Street_16,A029,520001
AD01230,124-5,Street_78,A030,520001
AD01231,199-14,Street_67,A031,522002
AD01232,95-2,Street_68,A032,522002
AD01233,59-16,Street_49,A033,522001
AD01234,151-19,Street_13,A034,522002
AD01235,35-9,Street_62,A035,520002
AD01236,22-10,Street_77,A036,522002
AD01237,66-7,Street_1,A037,520001
AD01238,148-17,Street_16,A038,520001
AD01239,97-7,Street_41,A039,522002
AD01240,93-4,Street_20,A040,522002
AD01241,167-19,Street_33,A041,522001
AD01242,138-14,Street_73,A042,522001
AD01243,157-9,Street_51,A043,520002
AD01244,106-18,Street_72,A044,522002
AD01245,46-12,Street_72,A045,522002
AD01246,65-10,Street_74,A046,522001
AD01247,199-13,Street_18,A047,520001
AD01248,192-8,Street_58,A048,520002
AD01249,26-7,Street_66,A049,522002
AD01250,87-18,Street_79,A050,520001
AD01251,42-13,Street_1,A051,520001
AD01252,38-16,Street_77,A052,522002
AD01253,23-3,Street_34,A053,520002
AD01254,95-3,Street_78,A054,520001
AD01255,186-13,Street_52,A055,522001
AD01256,183-20,Street_8,A056,520002
AD01257,164-16,Street_57,A057,520001
AD01258,52-17,Street_37,A058,520002
AD01259,9-20,Street_66,A059,520002
AD01260,158-6,Street_5,A060,522001
AD01261,62-1,Street_21,A061,520001
AD01262,71-13,Street_46,A062,522002
AD01263,104-19,Street_26,A063,520001
AD01264,189-3,Street_12,A064,522001
AD01265,186-18,Street_75,A065,522001
AD01266,89-9,Street_29,A066,520002
AD01267,117-13,Street_74,A067,520001
AD01268,67-6,Street_53,A068,520001
AD01269,144-3,Street_65,A069,522001
AD01270,88-4,Street_66,A070,522001
AD01271,138-19,Street_33,A071,522002
AD01272,97-19,Street_62,A072,520002
AD01273,194-11,Street_59,A073,522002
AD01274,151-1,Street_62,A074,520001
AD01275,67-3,Street_49,A075,520002
AD01276,174-8,Street_41,A076,522002
AD01277,91-17,Street_69,A077,520001
AD01278,180-9,Street_32,A078,522001
AD01279,24-13,Street_44,A079,520001
AD01280,142-6,Street_61,A080,522001
AD01281,91-7,Street_74,A081,522001
AD01282,47-7,Street_64,A082,520002
AD01283,61-8,Street_34,A083,520002
AD01284,59-7,Street_32,A084,522001
AD01285,40-4,Street_16,A085,520001
AD01286,174-16,Street_79,A086,520001
AD01287,196-18,Street_6,A087,522002
AD01288,96-20,Street_41,A088,522002
AD01289,148-9,Street_63,A089,520002
AD01290,196-17,Street_36,A090,522002
AD01291,57-19,Street_17,A091,520001
AD01292,135-14,Street_62,A092,520001
AD01293,129-12,Street_51,A093,520002
AD01294,118-4,Street_67,A094,522002
AD01295,81-1,Street_2,A095,520002
AD01296,98-19,Street_13,A096,522001
AD01297,93-20,Street_34,A097,520002
AD01298,141-9,Street_31,A098,522001
AD01299,121-20,Street_44,A099,522001
AD01300,48-16,Street_55,A100,520002
AD01301,108-12,Street_47,A001,522002
AD01302,72-15,Street_24,A002,520002
AD01303,148-8,Street_13,A003,522001
AD01304,61-18,Street_56,A004,522002
AD01305,51-5,Street_20,A005,522002
AD01306,3-6,Street_54,A006,522002
AD01307,35-17,Street_69,A007,522001
AD01308,125-10,Street_33,A008,520001
AD01309,102-4,Street_21,A009,520001
AD01310,56-9,Street_61,A010,520001
AD01311,116-11,Street_34,A011,522001
AD01312,93-18,Street_72,A012,522001
AD01313,89-1,Street_53,A013,520001
AD01314,90-20,Street_26,A014,520002
AD01315,200-10,Street_46,A015,522001
AD01316,173-17,Street_63,A016,522002
AD01317,21-13,Street_79,A017,522001
AD01318,119-5,Street_22,A018,522001
AD01319,108-20,Street_74,A019,522002
AD01320,19-3,Street_21,A020,522001
AD01321,59-11,Street_41,A021,522001
AD01322,182-9,Street_78,A022,522002
AD01323,70-15,Street_47,A023,522002
AD01324,106-6,Street_24,A024,520001
AD01325,33-8,Street_33,A025,520001
AD01326,54-6,Street_51,A026,520001
AD01327,25-3,Street_61,A027,520001
AD01328,7-13,Street_68,A028,520001
AD01329,27-9,Street_80,A029,520002
AD01330,22-13,Street_40,A030,520002
AD01331,64-10,Street_57,A031,520002
AD01332,34-17,Street_22,A032,520001
AD01333,9-12,Street_42,A033,522002
AD01334,120-18,Street_35,A034,522002
AD01335,35-18,Street_23,A035,522002
AD01336,162-19,Street_56,A036,522001
AD01337,89-16,Street_70,A037,520002
AD01338,23-15,Street_40,A038,522001
AD01339,106-9,Street_20,A039,522001
AD01340,3-1,Street_67,A040,520002
AD01341,89-10,Street_61,A041,520001
AD01342,177-16,Street_62,A042,522001
AD01343,3-14,Street_38,A043,520002
AD01344,2-18,Street_48,A044,520002
AD01345,106-18,Street_56,A045,522002
AD01346,64-6,Street_50,A046,522002
AD01347,57-9,Street_11,A047,522002
AD01348,161-8,Street_67,A048,522001
AD01349,73-18,Street_35,A049,522002
AD01350,49-3,Street_24,A050,520002
AD01351,75-4,Street_59,A051,522002
AD01352,70-20,Street_63,A052,520002
AD01353,83-1,Street_20,A053,520001
AD01354,137-1,Street_24,A054,520001
AD01355,73-9,Street_17,A055,522002
AD01356,187-1,Street_30,A056,520001
AD01357,39-1,Street_64,A057,520002
AD01358,88-14,Street_40,A058,522002
AD01359,96-15,Street_5,A059,522001
AD01360,21-5,Street_8,A060,522001
AD01361,199-13,Street_10,A061,522002
AD01362,47-7,Street_33,A062,522002
AD01363,4-4,Street_32,A063,522002
AD01364,198-15,Street_32,A064,520001
AD01365,51-15,Street_13,A065,520002
AD01366,122-13,Street_40,A066,522001
AD01367,41-2,Street_71,A067,520001
AD01368,65-16,Street_39,A068,520002
AD01369,93-2,Street_28,A069,520001
AD01370,61-14,Street_42,A070,520001
AD01371,43-9,Street_75,A071,520001
AD01372,102-8,Street_2,A072,520001
AD01373,149-16,Street_77,A073,520002
AD01374,96-3,Street_32,A074,520002
AD01375,128-3,Street_80,A075,522001
AD01376,195-2,Street_8,A076,522001
AD01377,166-5,Street_69,A077,520001
AD01378,33-16,Street_30,A078,522001
AD01379,143-12,Street_57,A079,520002
AD01380,6-13,Street_46,A080,520002
AD01381,65-2,Street_63,A081,522002
AD01382,144-10,Street_70,A082,522002
AD01383,49-19,Street_24,A083,522001
AD01384,83-15,Street_36,A084,520002
AD01385,18-17,Street_20,A085,522002
AD01386,76-9,Street_70,A086,522001
AD01387,117-1,Street_65,A087,522002
AD01388,188-6,Street_3,A088,522001
AD01389,199-20,Street_31,A089,522001
AD01390,185-3,Street_69,A090,522002
AD01391,49-17,Street_64,A091,520002
AD01392,157-10,Street_42,A092,522002
AD01393,165-11,Street_15,A093,520001
AD01394,134-3,Street_6,A094,520002
AD01395,46-2,Street_26,A095,520001
AD01396,125-7,Street_13,A096,520001
AD01397,147-13,Street_63,A097,522001
